date,code,fte,subject,hours,rate
12/19/2008,93304,0.6375,ScanImage,40,75
12/19/2008,93307,0.6375,ScanImage,40,75
11/21/2008,93204,0.3575,ScanImage,40,75
11/21/2008,93305,0.3575,ScanImage,40,75
11/21/2008,93304,0.3575,ScanImage,40,75
11/21/2008,93307,0.3575,ScanImage,40,75
10/31/2008,93204,0.962,ScanImage,40,75
10/31/2008,93305,0.962,ScanImage,40,75
10/31/2008,93304,0.962,ScanImage,40,75
10/31/2008,93307,0.962,ScanImage,40,75
9/26/2008,93204,0.763,ScanImage,40,75
9/26/2008,93305,0.763,ScanImage,40,75
9/26/2008,93304,0.763,ScanImage,40,75
9/26/2008,93307,0.763,ScanImage,40,75
8/22/2008,93204,0.37,ScanImage,40,75
8/22/2008,93305,0.36,ScanImage,40,75
8/22/2008,93304,0.36,ScanImage,40,75
8/22/2008,93307,0.36,ScanImage,40,75
7/25/2008,93204,0.42,ScanImage,40,75
7/25/2008,93305,0.42,ScanImage,40,75
7/25/2008,93304,0.42,ScanImage,40,75
7/25/2008,93307,0.42,ScanImage,40,75
6/27/2008,93204,0.33,ScanImage,40,75
6/27/2008,93305,0.33,ScanImage,40,75
6/27/2008,93304,0.33,ScanImage,40,75
6/27/2008,93307,0.33,ScanImage,40,75
5/30/2008,93204,0.68,ScanImage,40,75
5/30/2008,93305,0.68,ScanImage,40,75
5/30/2008,93304,0.68,ScanImage,40,75
5/30/2008,93307,0.68,ScanImage,40,75
4/25/2008,93204,0.15,ScanImage,40,75
4/25/2008,93305,0.15,ScanImage,40,75
4/25/2008,93304,0.15,ScanImage,40,75
4/25/2008,93307,0.15,ScanImage,40,75
3/28/2008,93204,0.55,ScanImage,40,75
3/28/2008,93305,0.55,ScanImage,40,75
3/28/2008,93304,0.55,ScanImage,40,75
3/28/2008,93307,0.55,ScanImage,40,75
2/22/2008,93204,0.47,ScanImage,40,75
2/22/2008,93305,0.47,ScanImage,40,75
2/22/2008,93304,0.47,ScanImage,40,75
4/25/2008,93210,0.02,Secondary Image Generation,40,75
4/25/2008,93212,0.02,Secondary Image Generation,40,75
4/25/2008,93205,0.02,Secondary Image Generation,40,75
3/28/2008,93210,0.02,Secondary Image Generation,40,75
3/28/2008,93212,0.02,Secondary Image Generation,40,75
3/28/2008,93205,0.02,Secondary Image Generation,40,75
2/22/2008,93210,0.07,Secondary Image Generation,40,75
2/22/2008,93212,0.07,Secondary Image Generation,40,75
2/22/2008,93205,0.07,Secondary Image Generation,40,75
1/25/2008,93210,0.13,Secondary Image Generation,40,65
1/25/2008,93212,0.13,Secondary Image Generation,40,65
1/25/2008,93205,0.13,Secondary Image Generation,40,65
12/21/2007,93205,0.37,Secondary Image Generation,40,65
12/21/2007,93210,0.37,Secondary Image Generation,40,65
12/21/2007,93212,0.37,Secondary Image Generation,40,65
11/30/2007,93205,0.48,Secondary Image Generation,40,65
11/30/2007,93210,0.48,Secondary Image Generation,40,65
11/30/2007,93212,0.48,Secondary Image Generation,40,65
9/26/2008,93297,0.05,SEM Data Acquisition,40,75
7/25/2008,93297,0.50,SEM Data Acquisition,40,75
6/27/2008,93297,3.05,SEM Data Acquisition,40,75
5/30/2008,93297,1.60,SEM Data Acquisition,40,75
02/27/2009,93092,0.03,Sequence Transfer,40,75
10/31/2008,93092,0.05,Sequence Transfer,40,75
9/26/2008,93092,0.45,Sequence Transfer,40,75
02/27/2009,93055,1.55,Servery Menus,40,75
01/30/2009,93055,1.20,Servery Menus,40,75
12/19/2008,93055,0.20,Servery Menus,40,75
11/21/2008,93055,0.20,Servery Menus,40,75
10/31/2008,93055,1.10,Servery Menus,40,75
9/26/2008,93055,0.70,Servery Menus,40,75
8/22/2008,93055,0.50,Servery Menus,40,75
9/28/2007,93210,.10,Simpson ChaCRM,40,65
3/30/2007,93210,.15,Simpson Conference Website,40,65
02/27/2009,93210,0.05,Simpson Grooming Database,40,75
01/30/2009,93210,0.20,Simpson Grooming Database,40,75
12/19/2008,93210,0.15,Simpson Grooming Database,40,75
9/26/2008,93210,1.45,Simpson Grooming Database,40,75
8/22/2008,93210,1.65,Simpson Grooming Database,40,75
7/25/2008,93210,1.25,Simpson Grooming Database,40,75
6/27/2008,93210,1.55,Simpson Grooming Database,40,75
8/22/2008,93210,0.20,Simpson Image Management,40,75
6/27/2008,93210,0.65,Simpson Image Management,40,75
4/25/2008,93210,0.83,Simpson Image Management,40,75
2/22/2008,93210,1.44,Simpson Image Management,40,75
12/21/2007,93210,0.50,Simpson Image Server,40,65
2/27/2009,93210,0.10,Simpson Lab Projects,40,75
9/26/2008,93210,0.10,Simpson Lab Projects,40,75
4/25/2008,93210,0.15,Simpson Lab Projects,40,75
3/28/2008,93210,0.50,Simpson Lab Projects,40,75
8/22/2008,93201,0.10,Subversion Support,40,75
01/30/2009,93204,0.05,Svoboda Lab Projects,40,75
9/26/2008,93204,0.20,Svoboda Lab Projects,40,75
3/28/2008,93204,0.05,Svoboda Lab Projects,40,75
2/22/2008,93204,1.44,Svoboda Lab Projects,40,75
10/26/2007,93204,3.67,Svoboda Lab Projects,40,65
9/28/2007,93204,4.24,Svoboda Lab Projects,40,65
8/24/2007,93204,3.60,Svoboda Lab Projects,40,65
7/27/2007,93204,1.25,Svoboda Lab Projects,40,65
6/27/2008,93304,0.20,Transmogrifier/Kerr,40,75
5/30/2008,93304,1.50,Transmogrifier/Kerr,40,75
2/27/2009,93217,0.10,Transmogrifier/Lee,40,75
8/22/2008,93205,0.10,Transmogrifier/Rubin,40,75
6/27/2008,93205,0.20,Transmogrifier/Rubin,40,75
5/30/2008,93205,0.60,Transmogrifier/Rubin,40,75
8/22/2008,93212,0.05,Truman Image Management,40,75
4/25/2008,93212,0.53,Truman Image Management,40,75
4/25/2008,93212,0.03,Truman Lab Projects,40,75
3/28/2008,93212,0.15,Truman Lab Projects,40,75
02/27/2009,93209,0.25,Two Photon Spectroscopy,40,75
02/27/2009,93310,0.25,Two Photon Spectroscopy,40,75
02/27/2009,93298,0.25,Two Photon Spectroscopy,40,75
01/30/2009,93209,0.066,Two Photon Spectroscopy,40,75
01/30/2009,93310,0.066,Two Photon Spectroscopy,40,75
01/30/2009,93298,0.066,Two Photon Spectroscopy,40,75
6/27/2008,93400,0.10,Tzumin Lee Rubin Line Analysis,40,75,JV000029
01/30/2009,93021,1.60,Unified User Management,40,75
12/19/2008,93021,1.30,Unified User Management,40,75
11/21/2008,93021,0.60,Unified User Management,40,75
11/21/2008,93213,0.325,Virtual Environment,40,75
11/21/2008,93305,0.325,Virtual Environment,40,75
02/27/2009,93205,1.65,Virtual Feather,40,75
01/30/2009,93205,0.85,Virtual Feather,40,75
10/31/2008,93090,0.05,Vivarium Granite FMKr Pro Integration,40,75
9/26/2008,93090,0.01,Vivarium Granite FMKr Pro Integration,40,75
8/22/2008,93090,0.37,Vivarium Granite FMKr Pro Integration,40,75
7/25/2008,93090,0.80,Vivarium Granite FMKr Pro Integration,40,75
6/27/2008,93090,0.70,Vivarium Granite FMKr Pro Integration,40,75
5/30/2008,93090,0.65,Vivarium Granite FMKr Pro Integration,40,75
4/25/2008,93090,0.07,Vivarium Granite FMKr Pro Integration,40,75
02/27/2009,93204,0.20,Whisker Tracking,40,75
03/27/2009,093205,0.3733,ChaCRM,40,75
03/27/2009,093210,0.3733,ChaCRM,40,75
03/27/2009,093212,0.3733,ChaCRM,40,75
03/27/2009,093021,0.8000,Consolidated Reports,40,75
03/27/2009,093061,0.0500,Conference Management,40,75
03/27/2009,093205,0.0833,Annotation Database,40,75
03/27/2009,093210,0.0833,Annotation Database,40,75
03/27/2009,093212,0.0833,Annotation Database,40,75
03/27/2009,093208,4.0000,Raveler,40,75
03/27/2009,093092,0.0300,Request-O-Rama,40,75
03/27/2009,093303,1.0000,Reiser Panel Control,40,75
03/27/2009,093021,2.5500,Intranet/Wiki,40,75
03/27/2009,093203,1.6500,HMMR 3- Eddy,40,75
03/27/2009,093204,0.0500,Svoboda Lab Projects,40,75
03/27/2009,093204,0.8125,ScanImage,40,75
03/27/2009,093305,0.8125,ScanImage,40,75
03/27/2009,093213,0.8125,ScanImage,40,75
03/27/2009,093211,0.8125,ScanImage,40,75
03/27/2009,093204,0.0333,Ephus,40,75
03/27/2009,093211,0.0333,Ephus,40,75
03/27/2009,093206,0.0333,Ephus,40,75
03/27/2009,093212,0.4600,Truman Lab Projects,40,75
03/27/2009,093305,1.1750,Neuroptikon,40,75
03/27/2009,093208,1.1750,Neuroptikon,40,75
03/27/2009,093205,0.0050,Image Management,40,75
03/27/2009,093210,0.0050,Image Management,40,75
03/27/2009,093212,0.0050,Image Management,40,75
03/27/2009,093215,0.0050,Image Management,40,75
03/27/2009,093214,0.1000,Researcher Web Site/Lee,40,75
03/27/2009,093307,0.0500,Lab Website/Dudman,40,75
03/27/2009,093055,1.6000,Servery Menus,40,75
03/27/2009,093201,0.4500,JFTagger,40,75
03/27/2009,093416,3.2000,Fly Brain Imaging Optical,40,75,JVS003900
03/27/2009,093216,1.0500,OMG,40,75
03/27/2009,093061,0.5000,DIADEM,40,75
03/27/2009,093213,0.6750,Mystery Science Dragonfly Theater,40,75
03/27/2009,093305,0.6750,Mystery Science Dragonfly Theater,40,75
03/27/2009,093055,0.1000,Poster/Flyer Design - Campus Services,40,75
03/27/2009,093205,0.1500,Virtual Feather,40,75
03/27/2009,093021,0.1500,Offboarding,40,75
03/27/2009,093215,0.1000,Mtrax/Baker,40,75
03/27/2009,093205,1.1500,Annotation Data Web Service,40,75
03/27/2009,093302,0.8000,Burrowing Analysis,40,75
03/27/2009,093204,0.4500,Whisker Tracking,40,75
03/27/2009,093217,0.0500,Transmogrifier/T. Lee,40,75
03/27/2009,093010,0.0500,Org Charts,40,75
03/27/2009,093205,0.1000,Transmogrifier/Rubin,40,75
03/27/2009,093306,0.8000,Odorant Database,40,75
03/27/2009,093418,0.4000,Qtrax,40,75,JVS000901
03/27/2009,093215,0.2000,Lifesong,40,75
03/27/2009,093201,0.0500,Myers Lab Projects,40,75
04/24/2009,093205,0.0667,ChaCRM,40,75
04/24/2009,093210,0.0667,ChaCRM,40,75
04/24/2009,093212,0.0667,ChaCRM,40,75
04/24/2009,093021,0.7500,Consolidated Reports,40,75
04/24/2009,093182,0.1500,Conference Management,40,75
04/24/2009,093205,0.1000,Annotation Database,40,75
04/24/2009,093210,0.1000,Annotation Database,40,75
04/24/2009,093212,0.1000,Annotation Database,40,75
04/24/2009,093208,2.7700,Raveler,40,75
04/24/2009,093092,0.3500,Request-O-Rama,40,75
04/24/2009,093303,1.8500,Reiser Panel Control,40,75
04/24/2009,093021,1.6000,Intranet/Wiki,40,75
04/24/2009,093203,0.2250,HMMR 3- Eddy,40,75
04/24/2009,093204,0.9000,ScanImage,40,75
04/24/2009,093305,0.9000,ScanImage,40,75
04/24/2009,093204,0.0333,Ephus,40,75
04/24/2009,093211,0.0333,Ephus,40,75
04/24/2009,093206,0.0333,Ephus,40,75
04/24/2009,093212,0.1000,Image Mgmt/Truman,40,75
04/24/2009,093305,1.2125,Neuroptikon,40,75
04/24/2009,093208,1.2125,Neuroptikon,40,75
04/24/2009,093210,0.0500,Grooming/Behavioral Database,40,75
04/24/2009,093055,0.9500,Servery Menus,40,75
04/24/2009,093201,1.0000,JFTagger,40,75
04/24/2009,093215,0.5500,Image Management/Baker,40,75
04/24/2009,093416,4.8500,Fly Brain Imaging Optical,40,75,JVS003900
04/24/2009,093417,0.1000,Fly Brain Imaging EM,40,75,JVS002900
04/24/2009,093307,0.9500,Janelia Sleuth/Log Search Tool,40,75
04/24/2009,093216,0.9500,OMG,40,75
04/24/2009,093182,1.5800,DIADEM,40,75
04/24/2009,093213,0.2750,Mystery Science Dragonfly Theater,40,75
04/24/2009,093305,0.2750,Mystery Science Dragonfly Theater,40,75
04/24/2009,093021,0.2000,Offboarding,40,75
04/24/2009,093215,0.1500,Mtrax/Baker,40,75
04/24/2009,093302,1.4000,Burrowing Analysis,40,75
04/24/2009,093204,1.6500,Whisker Tracking,40,75
04/24/2009,093306,-0.8000,Odorant Database,40,75
04/24/2009,093215,0.2500,Lifesong,40,75
04/24/2009,093061,-0.0500,Conf Mgmt Refund (moved to 093182),40,75
04/24/2009,093215,0.0500,Transmogrifier/Baker,40,75
04/24/2009,093071,0.1500,Conference Management - EH&S,40,75
04/24/2009,093209,0.0500,Looger Lab Projects,40,75
04/24/2009,093204,0.5000,Resonant Galvo,40,75
04/24/2009,093418,0.0500,Qtrax,40,75,JVS000901
04/24/2009,093304,0.1000,Transmogrifier/Kerr,40,75
04/24/2009,093307,2.3000,MultiClamp Telegraph,40,75
04/24/2009,093061,-0.5000,Diadem refund (moved to 093182),40,75
05/29/2009,093205,0.1333,ChaCRM,40,75
05/29/2009,093210,0.1333,ChaCRM,40,75
05/29/2009,093212,0.1333,ChaCRM,40,75
05/29/2009,093021,1.1500,Consolidated Reports,40,75
05/29/2009,093182,0.2800,Conference Management,40,75
05/29/2009,093208,3.4500,Raveler,40,75
05/29/2009,093092,1.3000,Request-O-Rama,40,75
05/29/2009,093303,1.0500,Reiser Panel Control,40,75
05/29/2009,093303,0.0750,Mtrax,40,75
05/29/2009,093215,0.0750,Mtrax,40,75
05/29/2009,093021,5.5700,Intranet/Wiki,40,75
05/29/2009,093203,0.8800,HMMR 3- Eddy,40,75
05/29/2009,093204,1.2650,ScanImage,40,75
05/29/2009,093305,1.2650,ScanImage,40,75
05/29/2009,093204,0.2933,Ephus,40,75
05/29/2009,093211,0.2933,Ephus,40,75
05/29/2009,093206,0.2933,Ephus,40,75
05/29/2009,093205,0.0500,Apollo,40,75
05/29/2009,093305,1.8450,Neuroptikon,40,75
05/29/2009,093208,1.8450,Neuroptikon,40,75
05/29/2009,093205,0.0200,Image Management,40,75
05/29/2009,093210,0.0200,Image Management,40,75
05/29/2009,093212,0.0200,Image Management,40,75
05/29/2009,093215,0.0200,Image Management,40,75
05/29/2009,093217,0.0200,Image Management,40,75
05/29/2009,093201,0.6300,JFTagger,40,75
05/29/2009,093416,3.1000,Fly Brain Imaging Optical,40,75,JVS003900
05/29/2009,093307,0.0700,Janelia Sleuth/Log Search Tool,40,75
05/29/2009,093216,1.9000,OMG,40,75
05/29/2009,093182,0.0500,DIADEM,40,75
05/29/2009,093213,0.3500,Mystery Science Dragonfly Theater,40,75
05/29/2009,093305,0.3500,Mystery Science Dragonfly Theater,40,75
05/29/2009,093302,0.3000,Burrowing Analysis,40,75
05/29/2009,093204,0.2500,Whisker Tracking,40,75
05/29/2009,093215,0.3300,Lifesong,40,75
05/29/2009,093209,0.0500,Looger Lab Projects,40,75
05/29/2009,093204,0.4500,Resonant Galvo,40,75
05/29/2009,093400,2.5300,Qtrax,40,75,JVS000901
05/29/2009,093304,1.2200,Transmogrifier/Kerr,40,75
05/29/2009,093307,0.0500,MultiClamp Telegraph,40,75
05/29/2009,093309,0.5000,Brain Aligner Imagery,40,75
05/29/2009,093092,0.9000,Sequencing results reporting,40,75
05/29/2009,093210,0.6000,iPCR,40,75
06/28/2009,093205,0.2500,ChaCRM,40,75
06/28/2009,093210,0.2500,ChaCRM,40,75
06/28/2009,093212,0.2500,ChaCRM,40,75
06/28/2009,093021,0.5000,Consolidated Reports,40,75
06/28/2009,093182,0.1700,Conference Management,40,75
06/28/2009,093208,2.0000,Raveler,40,75
06/28/2009,093303,0.6500,Reiser Panel Control,40,75
06/28/2009,093303,0.0500,Mtrax,40,75
06/28/2009,093215,0.0500,Mtrax,40,75
06/28/2009,093021,5.0300,Intranet/Wiki,40,75
06/28/2009,093203,1.5800,HMMR 3- Eddy,40,75
06/28/2009,093204,0.6250,ScanImage,40,75
06/28/2009,093305,0.6250,ScanImage,40,75
06/28/2009,093204,0.0833,Ephus,40,75
06/28/2009,093211,0.0833,Ephus,40,75
06/28/2009,093206,0.0833,Ephus,40,75
06/28/2009,093205,0.0500,Rubin Lab Projects,40,75
06/28/2009,093212,0.2500,Image Mgmt/Truman,40,75
06/28/2009,093305,1.5400,Neuroptikon,40,75
06/28/2009,093208,1.5400,Neuroptikon,40,75
06/28/2009,093210,0.0500,Grooming/Behavioral Database,40,75
06/28/2009,093201,0.4500,JFTagger,40,75
06/28/2009,093416,3.4000,Fly Brain Imaging Optical,40,75,JVS003900
06/28/2009,093216,0.8000,OMG,40,75
06/28/2009,093182,0.0300,DIADEM,40,75
06/28/2009,093213,0.3500,Mystery Science Dragonfly Theater,40,75
06/28/2009,093305,0.3500,Mystery Science Dragonfly Theater,40,75
06/28/2009,093418,0.6500,Fly Olympiad,40,75,JVS002800
06/28/2009,093205,0.5000,CRM Mapper,40,75
06/28/2009,093215,0.0300,Lifesong,40,75
06/28/2009,093400,1.3500,Qtrax,40,75,JVS000901
06/28/2009,093304,0.3000,Transmogrifier/Kerr,40,75
06/28/2009,093092,0.0400,Sequencing results reporting,40,75
06/28/2009,093210,0.2800,iPCR,40,75
06/28/2009,093303,1.6500,Ctrax,40,75
06/28/2009,093212,0.2500,L3 Annotation,40,75
06/28/2009,093217,0.0500,Image Management/Lee,40,75
07/24/2009,093205,0.3400,ChaCRM,40,75
07/24/2009,093210,0.3400,ChaCRM,40,75
07/24/2009,093212,0.3400,ChaCRM,40,75
07/24/2009,093021,1.2000,Consolidated Reports,40,75
07/24/2009,093208,3.1000,Raveler,40,75
07/24/2009,093303,2.0000,Reiser Panel Control,40,75
07/24/2009,093303,-0.0500,Mtrax,40,75
07/24/2009,093215,-0.0500,Mtrax,40,75
07/24/2009,093021,1.9900,Intranet/Wiki,40,75
07/24/2009,093203,1.5500,HMMR 3- Eddy,40,75
07/24/2009,093204,0.4750,ScanImage,40,75
07/24/2009,093305,0.4750,ScanImage,40,75
07/24/2009,093204,0.0833,Ephus,40,75
07/24/2009,093211,0.0833,Ephus,40,75
07/24/2009,093206,0.0833,Ephus,40,75
07/24/2009,093305,1.5700,Neuroptikon,40,75
07/24/2009,093208,1.5700,Neuroptikon,40,75
07/24/2009,093213,0.0500,Leonardo Lab Projects,40,75
07/24/2009,093416,2.7900,Fly Brain Imaging Optical,40,75,JVS003900
07/24/2009,093216,0.3000,OMG,40,75
07/24/2009,093213,0.5500,Mystery Science Dragonfly Theater,40,75
07/24/2009,093305,0.5500,Mystery Science Dragonfly Theater,40,75
07/24/2009,093303,0.5500,Mystery Science Dragonfly Theater,40,75
07/24/2009,093209,0.1500,Two Photon Spectroscopy,40,75
07/24/2009,093310,0.1500,Two Photon Spectroscopy,40,75
07/24/2009,093298,0.1500,Two Photon Spectroscopy,40,75
07/24/2009,093418,2.9000,Fly Olympiad,40,75,JVS002800
07/24/2009,093204,0.0500,Whisker Tracking,40,75
07/24/2009,093418,0.9800,Qtrax,40,75,JVS000901
07/24/2009,093309,0.1000,Brain Aligner Imagery,40,75
07/24/2009,093303,-1.6500,Ctrax,40,75
07/24/2009,093309,0.1000,Registration,40,75
07/24/2009,093206,0.1000,Lab Website/Sternson,40,75
07/24/2009,093211,0.2500,Electrophysiology,40,75
07/24/2009,093077,2.0800,Intranet/Wiki Lab Support Services,40,75
08/27/2009,093205,0.2500,ChaCRM,40,75
08/27/2009,093210,0.2500,ChaCRM,40,75
08/27/2009,093212,0.2500,ChaCRM,40,75
08/27/2009,093021,1.7500,Consolidated Reports,40,75
08/27/2009,093182,0.2000,Conference Management,40,75
08/27/2009,093208,4.2000,Raveler,40,75
08/27/2009,093092,0.0500,Request-O-Rama,40,75
08/27/2009,093021,2.1000,Intranet/Wiki,40,75
08/27/2009,093203,0.3000,HMMR 3- Eddy,40,75
08/27/2009,093204,0.2900,ScanImage,40,75
08/27/2009,093305,0.2900,ScanImage,40,75
08/27/2009,093204,0.0100,Ephus,40,75
08/27/2009,093211,0.0100,Ephus,40,75
08/27/2009,093206,0.0100,Ephus,40,75
08/27/2009,093305,1.5250,Neuroptikon,40,75
08/27/2009,093208,1.5250,Neuroptikon,40,75
08/27/2009,093210,0.0200,Grooming/Behavioral Database,40,75
08/27/2009,093306,0.1500,Neuralynx,40,75
08/27/2009,093201,0.6000,JFTagger,40,75
08/27/2009,093416,7.2700,Fly Brain Imaging Optical,40,75,JVS003900
08/27/2009,093417,0.6000,Fly Brain Imaging EM,40,75,JVS002900
08/27/2009,093216,2.4000,OMG,40,75
08/27/2009,093213,0.3500,Mystery Science Dragonfly Theater,40,75
08/27/2009,093305,0.3500,Mystery Science Dragonfly Theater,40,75
08/27/2009,093303,0.3500,Mystery Science Dragonfly Theater,40,75
08/27/2009,093209,0.1167,Two Photon Spectroscopy,40,75
08/27/2009,093310,0.1167,Two Photon Spectroscopy,40,75
08/27/2009,093298,0.1167,Two Photon Spectroscopy,40,75
08/27/2009,093418,0.8300,Fly Olympiad,40,75,JVS002800
08/27/2009,093205,1.2000,Annotation Data Web Service,40,75
08/27/2009,093418,1.4500,Qtrax,40,75,JVS000901
08/27/2009,093307,0.1000,MultiClamp Telegraph,40,75
08/27/2009,093092,0.0300,Sequencing results reporting,40,75
08/27/2009,093211,0.8000,Electrophysiology,40,75
08/27/2009,093077,1.0000,Intranet/Wiki Lab Support Services,40,75
08/27/2009,093215,0.1000,IR Gate Crossing,40,75
08/27/2009,093205,0.2000,Mann Lab Disc Imagery,40,75
08/27/2009,093021,2.1500,Blackboard Upgrade,40,75
